GO_ID,term,GOSlim_bin,aspect
GO:0075069,adhesion of symbiont infection cushion to host,other biological processes,P
GO:0075070,adhesion of symbiont hyphopodium to host,other biological processes,P
GO:0075071,autophagy during symbiotic interaction,other metabolic processes,P
GO:0075072,autophagy of symbiont cells during interaction with host,other metabolic processes,P
GO:0075073,autophagy of symbiont cells on or near host surface,other metabolic processes,P
GO:0075074,spore autophagy during appressorium formation on or near host,other metabolic processes,P
GO:0075075,modulation by host of symbiont adenylate cyclase activity,other metabolic processes,P
GO:0075076,positive regulation by host of symbiont adenylate cyclase activity,other metabolic processes,P
GO:0075077,negative regulation by host of symbiont adenylate cyclase activity,other metabolic processes,P
GO:0075078,modulation by host of symbiont receptor-mediated signal transduction,signal transduction,P
GO:0075079,positive regulation by host of symbiont receptor-mediated signal transduction,signal transduction,P
GO:0075080,negative regulation by host of symbiont receptor-mediated signal transduction,signal transduction,P
GO:0075081,modulation by host of symbiont transmembrane receptor-mediated signal transduction,signal transduction,P
GO:0080053,response to phenylalanine,other biological processes,P
GO:0075082,positive regulation by host of symbiont transmembrane receptor-mediated signal transduction,signal transduction,P
GO:0075083,negative regulation by host of symbiont transmembrane receptor-mediated signal transduction,signal transduction,P
GO:0075084,modulation by host of symbiont transmembrane receptor-mediated cAMP signal transduction,signal transduction,P
GO:0075085,positive regulation by host of symbiont transmembrane receptor-mediated cAMP signal transduction,signal transduction,P
GO:0075086,negative regulation by host of symbiont transmembrane receptor-mediated cAMP signal transduction,signal transduction,P
GO:0075087,modulation by host of symbiont G-protein coupled receptor protein signal transduction,signal transduction,P
GO:0075088,positive regulation by host of symbiont G-protein coupled receptor protein signal transduction,signal transduction,P
GO:0075089,negative regulation by host of symbiont G-protein coupled receptor protein signal transduction,signal transduction,P
GO:0075090,modulation by host of symbiont signal transduction mediated by G-protein alpha subunit,signal transduction,P
GO:0075091,positive regulation by host of symbiont signal transduction mediated by G-protein alpha subunit,signal transduction,P
GO:0075092,negative regulation by host of symbiont signal transduction mediated by G-protein alpha subunit,signal transduction,P
GO:0075093,modulation by host of symbiont signal transduction mediated by G-protein beta subunit,signal transduction,P
GO:0075094,positive regulation by host of symbiont signal transduction mediated by G-protein beta subunit,signal transduction,P
GO:0075095,negative regulation by host of symbiont signal transduction mediated by G-protein beta subunit,signal transduction,P
GO:0075096,modulation by host of symbiont signal transduction mediated by G-protein gamma subunit,signal transduction,P
GO:0075097,positive regulation by host of symbiont signal transduction mediated by G-protein gamma subunit,signal transduction,P
GO:0075098,negative regulation by host of symbiont signal transduction mediated by G-protein gamma subunit,signal transduction,P
GO:0075099,modulation by host of symbiont protein kinase-mediated signal transduction,signal transduction,P
GO:0075100,positive regulation by host of symbiont protein kinase-mediated signal transduction,signal transduction,P
GO:0075101,negative regulation by host of symbiont protein kinase-mediated signal transduction,signal transduction,P
GO:0075102,negative regulation by host of symbiont MAP kinase-mediated signal transduction,signal transduction,P
GO:0075102,negative regulation by host of symbiont MAP kinase-mediated signal transduction,stress response,P
GO:0075103,modulation by host of symbiont calcium or calmodulin-mediated signal transduction,signal transduction,P
GO:0075104,positive regulation by host of symbiont calcium or calmodulin-mediated signal transduction,signal transduction,P
GO:0075105,negative regulation by host of symbiont calcium or calmodulin-mediated signal transduction,signal transduction,P
GO:0075106,modulation by symbiont of host adenylate cyclase activity,other metabolic processes,P
GO:0075107,positive regulation by symbiont of host adenylate cyclase activity,other metabolic processes,P
GO:0075108,negative regulation by symbiont of host adenylate cyclase activity,other metabolic processes,P
GO:0075109,modulation by symbiont of host receptor-mediated signal transduction,signal transduction,P
GO:0075110,positive regulation by symbiont of host receptor-mediated signal transduction,signal transduction,P
GO:0075111,negative regulation by symbiont of host receptor-mediated signal transduction,signal transduction,P
GO:0075112,modulation by symbiont of host transmembrane receptor-mediated signal transduction,signal transduction,P
GO:0075113,positive regulation by symbiont of host transmembrane receptor-mediated signal transduction,signal transduction,P
GO:0075114,negative regulation by symbiont of host transmembrane receptor-mediated signal transduction,signal transduction,P
GO:0075115,modulation by symbiont of host transmembrane receptor-mediated cAMP signal transduction,signal transduction,P
GO:0075116,positive regulation by symbiont of host transmembrane receptor-mediated cAMP signal transduction,signal transduction,P
GO:0075117,negative regulation by symbiont of host transmembrane receptor-mediated cAMP signal transduction,signal transduction,P
GO:0075118,modulation by symbiont of host G-protein coupled receptor protein signal transduction,signal transduction,P
GO:0075119,positive regulation by symbiont of host G-protein coupled receptor protein signal transduction,signal transduction,P
GO:0075120,negative regulation by symbiont of host G-protein coupled receptor protein signal transduction,signal transduction,P
GO:0075121,modulation by symbiont of host signal transduction mediated by G-protein alpha subunit,signal transduction,P
GO:0075122,positive regulation by symbiont of host signal transduction mediated by G-protein alpha subunit,signal transduction,P
GO:0075123,negative regulation by symbiont of host signal transduction mediated by G-protein alpha subunit,signal transduction,P
GO:0075124,modulation by symbiont of host signal transduction mediated by G-protein beta subunit,signal transduction,P
GO:0075125,positive regulation by symbiont of host signal transduction mediated by G-protein beta subunit,signal transduction,P
GO:0075126,negative regulation by symbiont of host signal transduction mediated by G-protein beta subunit,signal transduction,P
GO:0075127,modulation by symbiont of host signal transduction mediated by G-protein gamma subunit,signal transduction,P
GO:0075128,positive regulation by symbiont of host signal transduction mediated by G-protein gamma subunit,signal transduction,P
GO:0075129,negative regulation by symbiont of host signal transduction mediated by G-protein gamma subunit,signal transduction,P
GO:0075130,modulation by symbiont of host protein kinase-mediated signal transduction,signal transduction,P
GO:0075131,positive regulation by symbiont of host protein kinase-mediated signal transduction,signal transduction,P
GO:0075132,negative regulation by symbiont of host protein kinase-mediated signal transduction,signal transduction,P
GO:0075133,modulation by symbiont of host calcium or calmodulin-mediated signal transduction,signal transduction,P
GO:0075134,positive regulation by symbiont of host calcium or calmodulin-mediated signal transduction,signal transduction,P
GO:0075135,negative regulation by symbiont of host calcium or calmodulin-mediated signal transduction,signal transduction,P
GO:0075136,response to host,other biological processes,P
GO:0075137,response to host redox environment,other biological processes,P
GO:0075138,response to host oxygen tension environment,other biological processes,P
GO:0075139,response to host iron concentration,other biological processes,P
GO:0075140,response to host defense molecules,other biological processes,P
GO:0075141,maintenance of symbiont tolerance to host environment,other biological processes,P
GO:0075142,maintenance of symbiont tolerance to host oxygen tension environment,other biological processes,P
GO:0075143,maintenance of symbiont tolerance to host redox environment,other biological processes,P
GO:0075144,maintenance of symbiont tolerance to host iron concentration,other biological processes,P
GO:0075145,maintenance of symbiont tolerance to host defense molecules,other biological processes,P
GO:0075146,maintenance of symbiont tolerance to host osmotic environment,other biological processes,P
GO:0075147,regulation of signal transduction in response to host,signal transduction,P
GO:0075148,positive regulation of signal transduction in response to host,signal transduction,P
GO:0075149,negative regulation of signal transduction in response to host,signal transduction,P
GO:0075150,regulation of receptor-mediated signal transduction in response to host,signal transduction,P
GO:0075151,positive regulation of receptor-mediated signal transduction in response to host,signal transduction,P
GO:0075152,negative regulation of receptor-mediated signal transduction in response to host,signal transduction,P
GO:0075153,regulation of transmembrane receptor-mediated signal transduction in response to host,signal transduction,P
GO:0075154,positive regulation of transmembrane receptor-mediated signal transduction in response to host,signal transduction,P
GO:0075155,negative regulation of transmembrane receptor-mediated signal transduction in response to host,signal transduction,P
GO:0075156,regulation of G-protein coupled receptor protein-mediated signal transduction in response to host,signal transduction,P
GO:0075157,positive regulation of G-protein coupled receptor protein-mediated signal transduction in response to host,signal transduction,P
GO:0075158,negative regulation of G-protein coupled receptor protein-mediated signal transduction in response to host,signal transduction,P
GO:0075159,regulation of G-protein alpha subunit-mediated signal transduction in response to host,signal transduction,P
GO:0075160,positive regulation of G-protein alpha subunit-mediated signal transduction in response to host,signal transduction,P
GO:0075161,negative regulation of G-protein alpha subunit-mediated signal transduction in response to host,signal transduction,P
GO:0075162,regulation of G-protein beta subunit-mediated signal transduction in response to host,signal transduction,P
GO:0075163,positive regulation of G-protein beta subunit-mediated signal transduction in response to host,signal transduction,P
GO:0075164,negative regulation of G-protein beta subunit-mediated signal transduction in response to host,signal transduction,P
GO:0075165,regulation of G-protein gamma subunit-mediated signal transduction in response to host,signal transduction,P
GO:0075166,positive regulation of G-protein gamma subunit-mediated signal transduction in response to host,signal transduction,P
GO:0075167,negative regulation of G-protein gamma subunit-mediated signal transduction in response to host,signal transduction,P
GO:0075168,regulation of protein kinase-mediated signal transduction in response to host,signal transduction,P
GO:0075169,positive regulation of symbiont protein kinase-mediated signal transduction in response to host,signal transduction,P
